Yıl,Ay,Gün,Tarih,İşlem Türü,Tutar,Harcama Kategorisi,Açıklama,Şehir
2024,Şubat,16,2024-02-16,Alışveriş,341.25,Eğlence,Sinema,Ankara
2024,Şubat,29,2024-02-29,Eğlence,191.22,Sağlık,Doktor,İzmir
2024,Şubat,5,2024-02-05,Sağlık,54.94,Sağlık,Unusual Expense,Ankara
2024,Şubat,15,2024-02-15,ATM Çekimi,4902.4,Sağlık,Doktor,İstanbul
2024,Şubat,12,2024-02-12,Eğlence,1721.06,ATM,ATM Çekimi,İstanbul
2024,Şubat,5,2024-02-05,Eğlence,252.74,Sağlık,Doktor,İstanbul
2024,Şubat,2,2024-02-02,ATM Çekimi,2937.2,Market,Metro,İstanbul
2024,Şubat,7,2024-02-07,Alışveriş,146.82,ATM,ATM Çekimi,Ankara
2024,Şubat,14,2024-02-14,Eğlence,39.71,ATM,ATM Çekimi,İstanbul
2024,Şubat,13,2024-02-13,Eğlence,278.65,Market,Metro,İstanbul
2024,Şubat,11,2024-02-11,Eğlence,19.77,Sağlık,Eczane,İstanbul
2024,Şubat,2,2024-02-02,Eğlence,255.4,ATM,ATM Çekimi,Ankara
2024,Şubat,29,2024-02-29,ATM Çekimi,354.25,Restoran,Pasta,İzmir
2024,Şubat,27,2024-02-27,Sağlık,244.61,Eğlence,Sinema,İstanbul
2024,Şubat,16,2024-02-16,Eğlence,276.55,Market,Unusual Expense,Ankara
2024,Şubat,18,2024-02-18,Eğlence,4638.83,Eğlence,Unusual Expense,İstanbul
2024,Şubat,27,2024-02-27,ATM Çekimi,238.02,Eğlence,Tiyatro,Ankara
2024,Şubat,25,2024-02-25,Sağlık,358.59,Sağlık,Doktor,İstanbul
2024,Şubat,18,2024-02-18,ATM Çekimi,4691.07,Sağlık,Eczane,Ankara
2024,Şubat,11,2024-02-11,Eğlence,431.0,Restoran,Sushi,Ankara
2024,Şubat,8,2024-02-08,Alışveriş,2606.55,Eğlence,Unusual Expense,İzmir
2024,Şubat,16,2024-02-16,ATM Çekimi,441.66,Market,Metro,Ankara
2024,Şubat,24,2024-02-24,ATM Çekimi,1272.18,Market,Metro,Ankara
2024,Şubat,10,2024-02-10,ATM Çekimi,360.35,ATM,ATM Çekimi,Ankara
2024,Şubat,25,2024-02-25,Sağlık,49.87,Sağlık,Doktor,İzmir
2024,Şubat,18,2024-02-18,Restoran,90.73,Eğlence,Konser,İzmir
2024,Şubat,12,2024-02-12,Eğlence,364.36,Eğlence,Konser,Ankara
2024,Şubat,7,2024-02-07,Eğlence,218.33,Market,Metro,Ankara
2024,Şubat,10,2024-02-10,Alışveriş,4800.6,Market,A101,İstanbul
2024,Şubat,28,2024-02-28,Eğlence,16.58,Eğlence,Sinema,Ankara
2024,Şubat,7,2024-02-07,Alışveriş,97.21,Sağlık,Unusual Expense,Ankara
2024,Şubat,23,2024-02-23,Alışveriş,207.49,Eğlence,Konser,İstanbul
2024,Şubat,20,2024-02-20,ATM Çekimi,2919.31,Eğlence,Sinema,İstanbul
2024,Şubat,10,2024-02-10,Sağlık,90.91,Sağlık,Doktor,İstanbul
2024,Şubat,12,2024-02-12,Eğlence,79.43,Restoran,Pasta,İzmir
2024,Şubat,9,2024-02-09,Eğlence,337.36,Eğlence,Konser,İstanbul
2024,Şubat,5,2024-02-05,Sağlık,333.57,Eğlence,Tiyatro,İzmir
2024,Şubat,2,2024-02-02,Sağlık,218.42,Sağlık,Doktor,İstanbul
2024,Şubat,7,2024-02-07,Restoran,117.3,Market,Şok,İstanbul
2024,Şubat,9,2024-02-09,Alışveriş,2632.92,Eğlence,Sinema,İzmir
2024,Şubat,4,2024-02-04,Eğlence,182.93,Restoran,Burger,İstanbul
2024,Şubat,4,2024-02-04,Sağlık,459.84,Market,Şok,Ankara
2024,Şubat,13,2024-02-13,Sağlık,355.54,Eğlence,Tiyatro,İstanbul
2024,Şubat,24,2024-02-24,Eğlence,168.49,ATM,ATM Çekimi,İzmir
2024,Şubat,11,2024-02-11,Sağlık,166.84,ATM,ATM Çekimi,Ankara
2024,Şubat,7,2024-02-07,Restoran,298.46,Sağlık,Eczane,İzmir
2024,Şubat,22,2024-02-22,Sağlık,181.62,Eğlence,Sinema,İzmir
2024,Şubat,22,2024-02-22,Eğlence,181.31,Market,Metro,İzmir
2024,Şubat,7,2024-02-07,Alışveriş,212.31,Sağlık,Eczane,İzmir
2024,Şubat,29,2024-02-29,Restoran,4671.16,ATM,ATM Çekimi,Ankara
2024,Şubat,29,2024-02-29,Eğlence,179.13,Sağlık,Unusual Expense,İstanbul
2024,Şubat,6,2024-02-06,Sağlık,4417.92,Eğlence,Tiyatro,İstanbul
2024,Şubat,19,2024-02-19,Restoran,370.47,Market,Metro,İzmir
2024,Şubat,8,2024-02-08,Alışveriş,1279.94,Sağlık,Unusual Expense,İzmir
2024,Şubat,29,2024-02-29,Sağlık,404.37,Market,A101,Ankara
2024,Şubat,25,2024-02-25,ATM Çekimi,303.37,Restoran,Sushi,Ankara
2024,Şubat,6,2024-02-06,ATM Çekimi,17.64,Sağlık,Eczane,İstanbul
2024,Şubat,18,2024-02-18,Restoran,77.62,Restoran,Burger,Ankara
2024,Şubat,8,2024-02-08,ATM Çekimi,446.52,Restoran,Burger,İzmir
2024,Şubat,14,2024-02-14,Sağlık,399.56,Restoran,Burger,İzmir
2024,Şubat,10,2024-02-10,Eğlence,354.17,Eğlence,Sinema,Ankara
2024,Şubat,13,2024-02-13,Alışveriş,252.22,Restoran,Unusual Expense,İzmir
2024,Şubat,13,2024-02-13,ATM Çekimi,260.66,ATM,ATM Çekimi,İstanbul
2024,Şubat,11,2024-02-11,Eğlence,359.12,ATM,ATM Çekimi,İstanbul
2024,Şubat,14,2024-02-14,ATM Çekimi,38.81,Sağlık,Doktor,Ankara
2024,Şubat,10,2024-02-10,Sağlık,1629.74,Sağlık,Doktor,İstanbul
2024,Şubat,24,2024-02-24,Restoran,1717.72,Restoran,Pasta,Ankara
2024,Şubat,3,2024-02-03,Alışveriş,138.58,Restoran,Burger,Ankara
2024,Şubat,27,2024-02-27,ATM Çekimi,69.0,ATM,ATM Çekimi,Ankara
2024,Şubat,12,2024-02-12,Sağlık,4783.91,Restoran,Sushi,İstanbul
2024,Şubat,4,2024-02-04,Eğlence,1241.34,Eğlence,Tiyatro,Ankara
2024,Şubat,24,2024-02-24,Eğlence,144.2,Restoran,Burger,İstanbul
2024,Şubat,28,2024-02-28,Eğlence,498.89,Market,Şok,Ankara
2024,Şubat,28,2024-02-28,Sağlık,1291.65,Sağlık,Doktor,Ankara
2024,Şubat,11,2024-02-11,ATM Çekimi,115.64,Eğlence,Tiyatro,İstanbul
2024,Şubat,5,2024-02-05,Alışveriş,3319.93,Eğlence,Tiyatro,İzmir
2024,Şubat,15,2024-02-15,Sağlık,263.77,Market,Şok,İzmir
2024,Şubat,17,2024-02-17,Restoran,486.51,Restoran,Pasta,Ankara
2024,Şubat,1,2024-02-01,Alışveriş,353.42,Sağlık,Eczane,İstanbul
2024,Şubat,21,2024-02-21,Alışveriş,206.04,Eğlence,Konser,İstanbul
2024,Şubat,21,2024-02-21,Alışveriş,455.76,Market,Metro,İzmir
2024,Şubat,13,2024-02-13,ATM Çekimi,446.46,Restoran,Sushi,İzmir
2024,Şubat,3,2024-02-03,ATM Çekimi,389.09,Market,Metro,İstanbul
2024,Şubat,2,2024-02-02,ATM Çekimi,2279.53,Market,Metro,İstanbul
2024,Şubat,13,2024-02-13,Restoran,134.45,Market,Unusual Expense,Ankara
2024,Şubat,26,2024-02-26,Restoran,467.88,ATM,ATM Çekimi,İstanbul
2024,Şubat,22,2024-02-22,Restoran,2723.48,Sağlık,Eczane,İzmir
2024,Şubat,24,2024-02-24,Restoran,163.45,Sağlık,Eczane,İzmir
2024,Şubat,26,2024-02-26,Alışveriş,100.5,Eğlence,Unusual Expense,Ankara
2024,Şubat,14,2024-02-14,ATM Çekimi,349.92,Restoran,Sushi,İzmir
2024,Şubat,28,2024-02-28,Sağlık,2372.48,Eğlence,Konser,Ankara
2024,Şubat,25,2024-02-25,Eğlence,61.88,ATM,ATM Çekimi,İzmir
2024,Şubat,25,2024-02-25,Eğlence,398.23,Restoran,Pasta,Ankara
2024,Şubat,20,2024-02-20,Sağlık,126.63,Restoran,Burger,İzmir
2024,Şubat,19,2024-02-19,Alışveriş,406.28,Market,A101,Ankara
2024,Şubat,27,2024-02-27,ATM Çekimi,132.99,Sağlık,Doktor,İzmir
2024,Şubat,20,2024-02-20,Eğlence,32.23,Market,Metro,İzmir
2024,Şubat,24,2024-02-24,Eğlence,455.51,Restoran,Sushi,Ankara
2024,Şubat,12,2024-02-12,Eğlence,287.64,ATM,ATM Çekimi,İzmir
2024,Şubat,11,2024-02-11,ATM Çekimi,334.14,Restoran,Pasta,İzmir
2024,Şubat,21,2024-02-21,Restoran,42.39,Sağlık,Doktor,Ankara
2024,Şubat,21,2024-02-21,ATM Çekimi,196.17,Sağlık,Unusual Expense,İzmir
2024,Şubat,14,2024-02-14,Restoran,19.56,Eğlence,Sinema,Ankara
2024,Şubat,7,2024-02-07,Alışveriş,2163.16,ATM,ATM Çekimi,İzmir
2024,Şubat,3,2024-02-03,Sağlık,438.81,ATM,ATM Çekimi,İzmir
2024,Şubat,5,2024-02-05,Alışveriş,31.47,Market,Metro,İstanbul
2024,Şubat,24,2024-02-24,Alışveriş,258.38,ATM,ATM Çekimi,İzmir
2024,Şubat,14,2024-02-14,Restoran,120.8,Market,A101,İzmir
2024,Şubat,23,2024-02-23,Eğlence,136.8,ATM,ATM Çekimi,Ankara
2024,Şubat,4,2024-02-04,Eğlence,1730.99,ATM,ATM Çekimi,İstanbul
2024,Şubat,20,2024-02-20,ATM Çekimi,239.42,ATM,ATM Çekimi,Ankara
2024,Şubat,20,2024-02-20,Alışveriş,67.8,Sağlık,Eczane,İstanbul
2024,Şubat,21,2024-02-21,Restoran,3490.71,ATM,ATM Çekimi,Ankara
2024,Şubat,24,2024-02-24,ATM Çekimi,169.74,Restoran,Burger,İstanbul
2024,Şubat,6,2024-02-06,Sağlık,2128.26,Restoran,Sushi,İzmir
2024,Şubat,17,2024-02-17,ATM Çekimi,445.12,ATM,ATM Çekimi,Ankara
2024,Şubat,20,2024-02-20,Eğlence,296.88,ATM,ATM Çekimi,Ankara
2024,Şubat,26,2024-02-26,ATM Çekimi,131.78,Eğlence,Sinema,İstanbul
2024,Şubat,12,2024-02-12,Sağlık,242.51,Sağlık,Doktor,Ankara
2024,Şubat,17,2024-02-17,Restoran,1329.85,Market,A101,İzmir
2024,Şubat,9,2024-02-09,Restoran,2246.61,Sağlık,Unusual Expense,Ankara
2024,Şubat,1,2024-02-01,Alışveriş,220.94,ATM,ATM Çekimi,İstanbul
2024,Şubat,5,2024-02-05,Eğlence,52.09,ATM,ATM Çekimi,İzmir
2024,Şubat,21,2024-02-21,Sağlık,403.62,ATM,ATM Çekimi,İzmir
2024,Şubat,28,2024-02-28,Eğlence,205.45,ATM,ATM Çekimi,Ankara
2024,Şubat,5,2024-02-05,Eğlence,4798.66,Eğlence,Sinema,İstanbul
2024,Şubat,28,2024-02-28,Sağlık,48.23,ATM,ATM Çekimi,İzmir
2024,Şubat,6,2024-02-06,Alışveriş,422.87,Market,Şok,İzmir
2024,Şubat,12,2024-02-12,ATM Çekimi,4138.72,Sağlık,Eczane,Ankara
2024,Şubat,21,2024-02-21,Restoran,409.18,Market,Şok,Ankara
2024,Şubat,21,2024-02-21,Restoran,148.36,ATM,ATM Çekimi,İzmir
2024,Şubat,5,2024-02-05,Eğlence,178.34,Market,A101,Ankara
2024,Şubat,1,2024-02-01,Restoran,77.55,Restoran,Pasta,İstanbul
2024,Şubat,17,2024-02-17,Sağlık,325.92,Market,A101,İstanbul
2024,Şubat,17,2024-02-17,Eğlence,21.78,Eğlence,Konser,İzmir
2024,Şubat,8,2024-02-08,Alışveriş,3053.95,Sağlık,Unusual Expense,Ankara
2024,Şubat,26,2024-02-26,Alışveriş,195.17,Eğlence,Konser,İstanbul
2024,Şubat,2,2024-02-02,Sağlık,476.71,Eğlence,Konser,İstanbul
2024,Şubat,20,2024-02-20,Eğlence,34.75,Eğlence,Sinema,İstanbul
2024,Şubat,11,2024-02-11,Sağlık,317.83,Eğlence,Tiyatro,İzmir
2024,Şubat,14,2024-02-14,Sağlık,4445.05,Restoran,Pasta,İstanbul
2024,Şubat,28,2024-02-28,Alışveriş,34.11,Market,Metro,İstanbul
2024,Şubat,20,2024-02-20,Restoran,465.12,Eğlence,Tiyatro,Ankara
2024,Şubat,26,2024-02-26,Restoran,289.3,Restoran,Sushi,İstanbul
2024,Şubat,13,2024-02-13,Restoran,156.13,Restoran,Burger,Ankara
2024,Şubat,21,2024-02-21,ATM Çekimi,269.22,ATM,ATM Çekimi,Ankara
2024,Şubat,23,2024-02-23,Restoran,423.53,Eğlence,Konser,İzmir
2024,Şubat,21,2024-02-21,Alışveriş,231.56,Sağlık,Eczane,İzmir
2024,Şubat,5,2024-02-05,ATM Çekimi,2591.49,Restoran,Sushi,İzmir
2024,Şubat,5,2024-02-05,Alışveriş,223.98,Market,Şok,İzmir
2024,Şubat,29,2024-02-29,Alışveriş,477.15,Sağlık,Doktor,İstanbul
2024,Şubat,6,2024-02-06,Sağlık,424.76,Eğlence,Sinema,İzmir
2024,Şubat,20,2024-02-20,ATM Çekimi,228.37,Restoran,Pasta,İstanbul
2024,Şubat,25,2024-02-25,Eğlence,397.5,Sağlık,Eczane,Ankara
2024,Şubat,29,2024-02-29,ATM Çekimi,2761.67,Eğlence,Sinema,Ankara
2024,Şubat,28,2024-02-28,ATM Çekimi,310.71,Eğlence,Sinema,İzmir
2024,Şubat,29,2024-02-29,Restoran,61.42,Eğlence,Unusual Expense,İstanbul
2024,Şubat,6,2024-02-06,Restoran,279.13,ATM,ATM Çekimi,İzmir
2024,Şubat,29,2024-02-29,Sağlık,89.89,Restoran,Sushi,İzmir
2024,Şubat,11,2024-02-11,Sağlık,3342.57,Sağlık,Unusual Expense,İstanbul
2024,Şubat,8,2024-02-08,ATM Çekimi,103.89,Eğlence,Konser,İstanbul
2024,Şubat,5,2024-02-05,Eğlence,408.74,ATM,ATM Çekimi,İzmir
2024,Şubat,9,2024-02-09,Sağlık,339.77,Market,Metro,İstanbul
2024,Şubat,27,2024-02-27,Sağlık,427.31,Eğlence,Sinema,Ankara
2024,Şubat,9,2024-02-09,Sağlık,464.38,Eğlence,Unusual Expense,Ankara
2024,Şubat,12,2024-02-12,Alışveriş,179.83,ATM,ATM Çekimi,İstanbul
2024,Şubat,13,2024-02-13,Restoran,308.21,Sağlık,Eczane,İzmir
2024,Şubat,14,2024-02-14,Restoran,4164.75,Sağlık,Eczane,İstanbul
2024,Şubat,19,2024-02-19,ATM Çekimi,2978.07,Market,A101,İzmir
2024,Şubat,29,2024-02-29,Alışveriş,419.88,Sağlık,Doktor,İstanbul
2024,Şubat,20,2024-02-20,ATM Çekimi,400.05,ATM,ATM Çekimi,İstanbul
2024,Şubat,26,2024-02-26,Sağlık,473.86,Restoran,Pasta,İstanbul
2024,Şubat,4,2024-02-04,Alışveriş,3775.07,Sağlık,Eczane,Ankara
2024,Şubat,28,2024-02-28,ATM Çekimi,289.1,Eğlence,Sinema,İzmir
2024,Şubat,2,2024-02-02,Restoran,274.45,Market,Metro,Ankara
2024,Şubat,17,2024-02-17,ATM Çekimi,4403.65,ATM,ATM Çekimi,Ankara
2024,Şubat,6,2024-02-06,Sağlık,142.24,Eğlence,Unusual Expense,İstanbul
2024,Şubat,3,2024-02-03,Alışveriş,345.17,Sağlık,Doktor,İzmir
2024,Şubat,5,2024-02-05,Alışveriş,385.46,Restoran,Pasta,Ankara
2024,Şubat,7,2024-02-07,ATM Çekimi,383.63,Market,A101,Ankara
2024,Şubat,28,2024-02-28,Sağlık,383.38,Market,A101,İzmir
2024,Şubat,17,2024-02-17,Sağlık,327.65,Market,A101,İstanbul
2024,Şubat,24,2024-02-24,Restoran,1926.92,Market,Metro,İstanbul
2024,Şubat,4,2024-02-04,Restoran,3181.91,ATM,ATM Çekimi,İstanbul
2024,Şubat,3,2024-02-03,Sağlık,2856.89,Restoran,Sushi,İstanbul
2024,Şubat,18,2024-02-18,Eğlence,159.03,Market,A101,İzmir
2024,Şubat,14,2024-02-14,Restoran,116.22,ATM,ATM Çekimi,İstanbul
2024,Şubat,13,2024-02-13,Alışveriş,3603.28,Market,A101,İzmir
2024,Şubat,8,2024-02-08,Sağlık,3217.92,Market,Unusual Expense,İzmir
2024,Mart,15,2024-03-15,Fatura Ödemesi,198.26,Seyahat,Uçak,İstanbul
2024,Mart,20,2024-03-20,ATM Çekimi,193.64,Kafe,Starbucks,İstanbul
2024,Mart,22,2024-03-22,Kafe,153.29,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,6,2024-03-06,Fatura Ödemesi,439.22,Kafe,Kahve Dünyası,Ankara
2024,Mart,31,2024-03-31,ATM Çekimi,253.75,Seyahat,Otobüs,Ankara
2024,Mart,6,2024-03-06,Seyahat,284.51,ATM,ATM Çekimi,İzmir
2024,Mart,1,2024-03-01,Alışveriş,476.79,Giyim,Zara,İstanbul
2024,Mart,1,2024-03-01,Fatura Ödemesi,282.71,Giyim,Zara,İzmir
2024,Mart,2,2024-03-02,Seyahat,228.0,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,27,2024-03-27,Kafe,362.54,Giyim,H&M,İstanbul
2024,Mart,27,2024-03-27,Fatura Ödemesi,318.26,ATM,ATM Çekimi,Ankara
2024,Mart,24,2024-03-24,Seyahat,415.84,Giyim,Zara,İzmir
2024,Mart,20,2024-03-20,Kafe,344.46,Fatura Ödemesi,Elektrik,İstanbul
2024,Mart,30,2024-03-30,ATM Çekimi,173.09,Kafe,Gloria Jeans,İzmir
2024,Mart,10,2024-03-10,Kafe,344.99,Kafe,Gloria Jeans,İzmir
2024,Mart,18,2024-03-18,Seyahat,171.49,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,3,2024-03-03,Seyahat,301.97,Seyahat,Otobüs,Ankara
2024,Mart,24,2024-03-24,Fatura Ödemesi,148.08,ATM,ATM Çekimi,Ankara
2024,Mart,12,2024-03-12,Kafe,337.49,ATM,ATM Çekimi,Ankara
2024,Mart,12,2024-03-12,Alışveriş,324.66,ATM,ATM Çekimi,İstanbul
2024,Mart,7,2024-03-07,Seyahat,134.78,Giyim,H&M,İstanbul
2024,Mart,7,2024-03-07,Fatura Ödemesi,222.98,Giyim,H&M,İstanbul
2024,Mart,7,2024-03-07,Kafe,476.3,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,23,2024-03-23,Kafe,358.47,Seyahat,Uçak,İstanbul
2024,Mart,13,2024-03-13,ATM Çekimi,361.57,Seyahat,Otobüs,İzmir
2024,Mart,29,2024-03-29,Fatura Ödemesi,448.42,ATM,ATM Çekimi,İstanbul
2024,Mart,28,2024-03-28,Alışveriş,38.73,Seyahat,Otobüs,İstanbul
2024,Mart,17,2024-03-17,Kafe,111.9,Kafe,Kahve Dünyası,Ankara
2024,Mart,6,2024-03-06,Fatura Ödemesi,240.02,Kafe,Starbucks,İzmir
2024,Mart,13,2024-03-13,Alışveriş,461.75,Kafe,Kahve Dünyası,İzmir
2024,Mart,3,2024-03-03,Fatura Ödemesi,196.52,Seyahat,Otobüs,Ankara
2024,Mart,25,2024-03-25,Alışveriş,56.15,Kafe,Starbucks,Ankara
2024,Mart,3,2024-03-03,Alışveriş,59.7,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,4,2024-03-04,Kafe,379.88,ATM,ATM Çekimi,İzmir
2024,Mart,23,2024-03-23,Kafe,306.31,Fatura Ödemesi,Su,İstanbul
2024,Mart,26,2024-03-26,ATM Çekimi,330.93,Kafe,Kahve Dünyası,İzmir
2024,Mart,11,2024-03-11,ATM Çekimi,174.17,ATM,ATM Çekimi,İzmir
2024,Mart,1,2024-03-01,Seyahat,54.56,Seyahat,Tren,İzmir
2024,Mart,28,2024-03-28,ATM Çekimi,227.29,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,7,2024-03-07,ATM Çekimi,464.82,Kafe,Starbucks,İstanbul
2024,Mart,24,2024-03-24,Alışveriş,173.0,Giyim,Zara,İzmir
2024,Mart,25,2024-03-25,Seyahat,139.3,Giyim,Zara,İzmir
2024,Mart,20,2024-03-20,Alışveriş,431.71,ATM,ATM Çekimi,İstanbul
2024,Mart,9,2024-03-09,Fatura Ödemesi,420.58,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,22,2024-03-22,Fatura Ödemesi,100.57,Fatura Ödemesi,Su,İzmir
2024,Mart,17,2024-03-17,ATM Çekimi,242.62,Giyim,LC Waikiki,İzmir
2024,Mart,18,2024-03-18,ATM Çekimi,354.57,Seyahat,Otobüs,İstanbul
2024,Mart,22,2024-03-22,Fatura Ödemesi,454.08,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,7,2024-03-07,ATM Çekimi,349.36,Giyim,LC Waikiki,Ankara
2024,Mart,30,2024-03-30,Fatura Ödemesi,343.84,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,23,2024-03-23,Alışveriş,299.59,ATM,ATM Çekimi,İstanbul
2024,Mart,10,2024-03-10,Seyahat,135.02,Seyahat,Tren,İstanbul
2024,Mart,19,2024-03-19,Kafe,197.78,Seyahat,Uçak,İzmir
2024,Mart,16,2024-03-16,Kafe,296.77,Seyahat,Tren,Ankara
2024,Mart,10,2024-03-10,Kafe,304.91,Giyim,LC Waikiki,Ankara
2024,Mart,18,2024-03-18,Kafe,159.69,ATM,ATM Çekimi,İzmir
2024,Mart,4,2024-03-04,Fatura Ödemesi,25.24,Giyim,LC Waikiki,İzmir
2024,Mart,22,2024-03-22,Fatura Ödemesi,149.46,Seyahat,Otobüs,İstanbul
2024,Mart,20,2024-03-20,Fatura Ödemesi,14.92,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,15,2024-03-15,ATM Çekimi,113.32,Seyahat,Uçak,Ankara
2024,Mart,24,2024-03-24,Seyahat,19.92,ATM,ATM Çekimi,İzmir
2024,Mart,14,2024-03-14,Seyahat,164.12,ATM,ATM Çekimi,Ankara
2024,Mart,12,2024-03-12,Kafe,318.58,ATM,ATM Çekimi,Ankara
2024,Mart,13,2024-03-13,Alışveriş,34.13,Fatura Ödemesi,Su,İstanbul
2024,Mart,14,2024-03-14,ATM Çekimi,303.49,Fatura Ödemesi,Su,Ankara
2024,Mart,4,2024-03-04,Alışveriş,275.88,ATM,ATM Çekimi,İzmir
2024,Mart,31,2024-03-31,Alışveriş,412.21,Seyahat,Tren,İzmir
2024,Mart,4,2024-03-04,Fatura Ödemesi,427.35,Kafe,Starbucks,İstanbul
2024,Mart,21,2024-03-21,Fatura Ödemesi,168.65,Giyim,H&M,İstanbul
2024,Mart,2,2024-03-02,Fatura Ödemesi,499.94,Kafe,Kahve Dünyası,İzmir
2024,Mart,28,2024-03-28,Alışveriş,196.74,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,28,2024-03-28,ATM Çekimi,137.97,Giyim,H&M,Ankara
2024,Mart,20,2024-03-20,Fatura Ödemesi,356.64,ATM,ATM Çekimi,İstanbul
2024,Mart,14,2024-03-14,Kafe,328.94,Giyim,Zara,İstanbul
2024,Mart,2,2024-03-02,Alışveriş,261.72,Kafe,Starbucks,İstanbul
2024,Mart,30,2024-03-30,Seyahat,258.64,Giyim,LC Waikiki,İstanbul
2024,Mart,28,2024-03-28,Seyahat,325.82,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,17,2024-03-17,ATM Çekimi,135.88,Kafe,Gloria Jeans,Ankara
2024,Mart,31,2024-03-31,Alışveriş,268.92,Kafe,Starbucks,İzmir
2024,Mart,24,2024-03-24,ATM Çekimi,45.54,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,26,2024-03-26,ATM Çekimi,208.49,Seyahat,Uçak,Ankara
2024,Mart,22,2024-03-22,Fatura Ödemesi,424.46,Fatura Ödemesi,Elektrik,İzmir
2024,Mart,2,2024-03-02,Seyahat,449.98,Seyahat,Otobüs,İstanbul
2024,Mart,8,2024-03-08,Fatura Ödemesi,59.24,Fatura Ödemesi,Doğalgaz,İstanbul
2024,Mart,5,2024-03-05,Seyahat,241.54,Seyahat,Uçak,İzmir
2024,Mart,7,2024-03-07,Kafe,132.43,Giyim,LC Waikiki,Ankara
2024,Mart,23,2024-03-23,Seyahat,265.28,Kafe,Gloria Jeans,İstanbul
2024,Mart,9,2024-03-09,ATM Çekimi,148.91,ATM,ATM Çekimi,İzmir
2024,Mart,26,2024-03-26,ATM Çekimi,85.72,Kafe,Kahve Dünyası,Ankara
2024,Mart,25,2024-03-25,Kafe,436.81,ATM,ATM Çekimi,Ankara
2024,Mart,15,2024-03-15,ATM Çekimi,220.33,Seyahat,Tren,İzmir
2024,Mart,23,2024-03-23,Fatura Ödemesi,203.51,Fatura Ödemesi,Su,İzmir
2024,Mart,20,2024-03-20,Fatura Ödemesi,389.92,Kafe,Kahve Dünyası,İstanbul
2024,Mart,14,2024-03-14,Fatura Ödemesi,202.39,Giyim,LC Waikiki,Ankara
2024,Mart,15,2024-03-15,Kafe,288.11,Fatura Ödemesi,Su,Ankara
2024,Mart,6,2024-03-06,Kafe,120.76,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,1,2024-03-01,Fatura Ödemesi,346.93,Seyahat,Otobüs,İstanbul
2024,Mart,6,2024-03-06,ATM Çekimi,488.0,Kafe,Gloria Jeans,İstanbul
2024,Mart,4,2024-03-04,ATM Çekimi,463.95,Seyahat,Uçak,İzmir
2024,Mart,12,2024-03-12,Alışveriş,331.7,Kafe,Gloria Jeans,İzmir
2024,Mart,3,2024-03-03,Fatura Ödemesi,490.41,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,20,2024-03-20,Seyahat,211.46,Giyim,LC Waikiki,İzmir
2024,Mart,14,2024-03-14,Kafe,432.64,Kafe,Starbucks,İzmir
2024,Mart,9,2024-03-09,Alışveriş,214.64,Kafe,Starbucks,İzmir
2024,Mart,22,2024-03-22,Fatura Ödemesi,212.25,Fatura Ödemesi,Doğalgaz,İzmir
2024,Mart,31,2024-03-31,Alışveriş,384.26,Giyim,LC Waikiki,İstanbul
2024,Mart,16,2024-03-16,Kafe,82.73,Seyahat,Uçak,İzmir
2024,Mart,12,2024-03-12,Seyahat,75.24,Fatura Ödemesi,Su,İzmir
2024,Mart,29,2024-03-29,Fatura Ödemesi,184.61,Fatura Ödemesi,Doğalgaz,Ankara
2024,Mart,10,2024-03-10,Fatura Ödemesi,422.53,Giyim,Zara,Ankara
2024,Mart,21,2024-03-21,ATM Çekimi,322.0,ATM,ATM Çekimi,Ankara
2024,Mart,12,2024-03-12,Fatura Ödemesi,70.63,ATM,ATM Çekimi,Ankara
2024,Mart,24,2024-03-24,Seyahat,63.63,Fatura Ödemesi,Su,Ankara
2024,Mart,24,2024-03-24,Fatura Ödemesi,493.62,Seyahat,Tren,İzmir
2024,Mart,17,2024-03-17,Kafe,325.26,Kafe,Gloria Jeans,Ankara
2024,Mart,27,2024-03-27,ATM Çekimi,246.11,ATM,ATM Çekimi,İzmir
2024,Mart,7,2024-03-07,Fatura Ödemesi,186.36,Fatura Ödemesi,Elektrik,Ankara
2024,Mart,14,2024-03-14,Seyahat,396.29,ATM,ATM Çekimi,İzmir
2024,Mart,27,2024-03-27,Fatura Ödemesi,403.52,Kafe,Starbucks,İstanbul
2024,Mart,5,2024-03-05,Fatura Ödemesi,260.63,ATM,ATM Çekimi,İzmir
2024,Mart,5,2024-03-05,Alışveriş,458.18,Giyim,Zara,İstanbul
