Yıl,Ay,Gün,Tarih,Saat,İşlem Türü,Harcama Kategorisi,Şehir,Tutar
2024,Haziran,5,2024-06-05,12:08,Ulaşım,Benzin,İzmir,295.96
2024,Nisan,9,2024-04-09,06:52,Ulaşım,Taksi,Ankara,19.5
2022,Ekim,6,2022-10-06,22:01,Giyim,Zara,İstanbul,967.93
2023,Eylül,9,2023-09-09,09:40,Giyim,LC Waikiki,Ankara,372.57
2024,Ocak,21,2024-01-23,15:23,Fatura,İnternet,İzmir,80.0
2022,Aralık,1,2022-12-01,12:47,Restoran,Fast Food,İzmir,91.43
2023,Eylül,11,2023-09-25,22:57,Fatura,İnternet,İstanbul,84.0
2022,Eylül,10,2022-09-14,08:14,Fatura,Elektrik,İstanbul,110.0
2024,Haziran,24,2024-06-14,14:53,Fatura,İnternet,Ankara,80.0
2023,Kasım,14,2023-11-03,07:53,Fatura,Elektrik,İzmir,105.0
2023,Şubat,14,2023-02-17,22:36,Fatura,Su,Ankara,52.5
2024,Şubat,10,2024-02-10,12:44,Giyim,Zara,İstanbul,382.52
2023,Mart,8,2023-03-08,01:08,Ulaşım,Otobüs,İzmir,225.57
2023,Mart,11,2023-03-11,14:50,Restoran,Kebap,Ankara,68.25
2024,Ocak,2,2024-01-02,14:10,Restoran,Fast Food,İzmir,187.51
2024,Nisan,20,2024-04-20,07:12,Giyim,Zara,İstanbul,691.3
2024,Şubat,12,2024-02-12,13:33,Restoran,Kebap,Ankara,78.29
2024,Şubat,26,2024-02-26,20:05,Ulaşım,Taksi,İzmir,184.91
2022,Ağustos,3,2022-08-03,13:37,Restoran,Pizza,Ankara,28.37
2022,Şubat,6,2022-02-12,16:02,Fatura,Su,İstanbul,55.0
2023,Haziran,9,2023-06-24,01:11,Fatura,Su,Ankara,52.5
2023,Şubat,19,2023-02-19,00:38,Ulaşım,Otobüs,İzmir,260.87
2023,Ağustos,25,2023-08-14,02:48,Fatura,İnternet,İstanbul,84.0
2024,Haziran,5,2024-06-05,11:29,Ulaşım,Benzin,Ankara,67.16
2024,Haziran,16,2024-06-16,14:34,Restoran,Pizza,İstanbul,173.05
2022,Ocak,24,2022-01-24,12:23,Restoran,Fast Food,Ankara,103.77
2023,Ocak,26,2023-01-26,23:49,Giyim,Zara,İstanbul,456.13
2024,Temmuz,16,2024-07-16,14:03,Restoran,Kebap,Ankara,65.05
2022,Mart,5,2022-03-05,12:09,Ulaşım,Benzin,İstanbul,176.15
2022,Ocak,25,2022-01-08,14:15,Fatura,Su,İzmir,55.0
2022,Kasım,13,2022-11-08,06:45,Fatura,İnternet,İzmir,88.0
2024,Temmuz,8,2024-07-08,23:35,Fatura,Elektrik,İzmir,100.0
2023,Mayıs,7,2023-05-24,12:04,Fatura,İnternet,İzmir,84.0
2022,Ocak,20,2022-01-20,01:58,Giyim,H&M,İzmir,493.53
2023,Temmuz,21,2023-07-04,16:01,Fatura,İnternet,İstanbul,84.0
2023,Mart,14,2023-03-14,05:37,Giyim,LC Waikiki,Ankara,855.24
2024,Ocak,21,2024-01-06,18:26,Fatura,Elektrik,Ankara,100.0
2022,Mart,18,2022-03-18,20:30,Ulaşım,Taksi,İstanbul,200.63
2022,Ağustos,18,2022-08-18,20:00,Ulaşım,Otobüs,İzmir,110.67
2023,Nisan,17,2023-04-17,18:29,Ulaşım,Taksi,İzmir,165.12
2024,Ocak,21,2024-01-06,10:13,Fatura,İnternet,İzmir,80.0
2023,Ocak,4,2023-01-04,00:28,Ulaşım,Otobüs,İstanbul,117.97
2024,Nisan,24,2024-04-01,10:52,Fatura,İnternet,Ankara,80.0
2023,Haziran,28,2023-06-28,06:06,Ulaşım,Otobüs,Ankara,206.62
2024,Ocak,11,2024-01-11,13:34,Giyim,H&M,Ankara,834.33
2023,Temmuz,3,2023-07-03,13:11,Restoran,Pizza,İstanbul,46.97
2024,Haziran,10,2024-06-10,11:20,Ulaşım,Benzin,Ankara,494.17
2023,Ekim,20,2023-10-16,10:15,Fatura,İnternet,İstanbul,84.0
2022,Temmuz,26,2022-07-26,16:09,Ulaşım,Taksi,İzmir,466.38
2024,Mayıs,7,2024-05-27,04:04,Fatura,Elektrik,İzmir,100.0
2023,Nisan,15,2023-04-15,05:04,Ulaşım,Otobüs,İstanbul,34.47
2022,Aralık,14,2022-12-14,00:54,Giyim,LC Waikiki,İzmir,321.46
2022,Kasım,4,2022-11-04,04:39,Giyim,H&M,İzmir,134.74
2023,Ekim,20,2023-10-10,04:19,Fatura,İnternet,İstanbul,84.0
2023,Ekim,10,2023-10-10,13:08,Restoran,Pizza,İzmir,185.7
2024,Temmuz,20,2024-07-20,13:52,Restoran,Kebap,İzmir,101.18
2023,Ağustos,25,2023-08-25,12:02,Ulaşım,Benzin,İstanbul,394.96
2024,Ocak,14,2024-01-14,17:23,Ulaşım,Taksi,İzmir,161.17
2023,Aralık,1,2023-12-06,00:26,Fatura,Elektrik,İzmir,105.0
2022,Haziran,11,2022-06-11,20:17,Giyim,Zara,İzmir,475.32
2022,Ocak,3,2022-01-03,14:31,Restoran,Fast Food,İstanbul,58.38
2023,Ekim,24,2023-10-24,12:57,Restoran,Fast Food,İstanbul,161.62
2023,Temmuz,19,2023-07-19,12:31,Restoran,Kebap,İstanbul,182.95
2024,Haziran,20,2024-06-20,14:22,Restoran,Pizza,İzmir,167.56
2023,Ağustos,2,2023-08-02,12:22,Ulaşım,Benzin,İstanbul,172.15
2022,Mart,7,2022-03-07,21:22,Giyim,LC Waikiki,İstanbul,98.13
2024,Nisan,24,2024-04-03,11:59,Fatura,Su,İzmir,50.0
2024,Ocak,27,2024-01-27,15:30,Ulaşım,Otobüs,İzmir,371.57
2024,Mayıs,22,2024-05-22,11:37,Ulaşım,Benzin,İstanbul,415.81
2022,Nisan,24,2022-04-24,12:00,Restoran,Fast Food,Ankara,179.93
2023,Ağustos,25,2023-08-24,16:35,Fatura,İnternet,Ankara,84.0
2023,Ekim,12,2023-10-12,13:59,Restoran,Pizza,İzmir,23.04
2022,Şubat,23,2022-02-23,12:00,Restoran,Fast Food,Ankara,155.81
2023,Haziran,9,2023-06-07,03:02,Fatura,İnternet,Ankara,84.0
2022,Eylül,27,2022-09-27,12:45,Ulaşım,Benzin,İstanbul,208.77
2024,Haziran,21,2024-06-21,10:58,Giyim,LC Waikiki,Ankara,520.17
2024,Temmuz,4,2024-07-04,08:18,Giyim,LC Waikiki,İzmir,208.09
2024,Temmuz,28,2024-07-28,18:35,Ulaşım,Otobüs,Ankara,438.59
2023,Ağustos,25,2023-08-12,08:26,Fatura,Su,İzmir,52.5
2023,Temmuz,21,2023-07-14,03:36,Fatura,Su,İstanbul,52.5
2024,Temmuz,24,2024-07-24,22:45,Ulaşım,Taksi,İzmir,245.38
2022,Haziran,1,2022-06-01,20:12,Giyim,Zara,İstanbul,250.67
2023,Temmuz,21,2023-07-05,18:44,Fatura,Elektrik,Ankara,105.0
2023,Şubat,16,2023-02-16,12:37,Restoran,Fast Food,İstanbul,67.99
2022,Eylül,2,2022-09-02,13:36,Ulaşım,Otobüs,İstanbul,274.53
2024,Temmuz,20,2024-07-20,12:26,Ulaşım,Benzin,Ankara,153.86
2024,Ocak,21,2024-01-04,00:32,Fatura,Elektrik,Ankara,100.0
2024,Nisan,19,2024-04-19,12:44,Restoran,Fast Food,Ankara,20.57
2023,Eylül,27,2023-09-27,16:53,Ulaşım,Otobüs,İzmir,283.09
2022,Ocak,25,2022-01-24,21:15,Fatura,Su,İzmir,55.0
2022,Şubat,1,2022-02-01,12:09,Restoran,Fast Food,İstanbul,134.82
2023,Mayıs,6,2023-05-06,05:54,Ulaşım,Otobüs,Ankara,232.51
2024,Nisan,4,2024-04-04,13:43,Ulaşım,Benzin,Ankara,124.53
2022,Nisan,28,2022-04-03,19:31,Fatura,İnternet,Ankara,88.0
2024,Ocak,21,2024-01-19,02:45,Fatura,Su,İzmir,50.0
2023,Haziran,23,2023-06-23,17:06,Giyim,Zara,İstanbul,352.01
2024,Temmuz,13,2024-07-13,13:15,Restoran,Fast Food,İzmir,105.93
2022,Mayıs,14,2022-05-24,19:09,Fatura,İnternet,İstanbul,88.0
2023,Eylül,14,2023-09-14,14:25,Restoran,Fast Food,Ankara,125.62
2024,Şubat,27,2024-02-05,02:20,Fatura,İnternet,İzmir,80.0
2024,Haziran,25,2024-06-25,09:29,Ulaşım,Otobüs,Ankara,42.41
2022,Mayıs,21,2022-05-21,11:01,Giyim,H&M,Ankara,140.8
2023,Nisan,12,2023-04-12,19:27,Ulaşım,Taksi,Ankara,261.53
2024,Haziran,25,2024-06-25,08:47,Giyim,H&M,Ankara,206.13
2023,Eylül,19,2023-09-19,13:22,Ulaşım,Benzin,İzmir,421.52
2024,Haziran,27,2024-06-27,13:57,Restoran,Pizza,İzmir,184.33
2023,Haziran,2,2023-06-02,01:52,Ulaşım,Otobüs,İstanbul,127.31
2024,Ocak,5,2024-01-05,13:09,Restoran,Kebap,İstanbul,128.04
2023,Ağustos,1,2023-08-01,22:34,Giyim,Zara,Ankara,84.83
2024,Haziran,13,2024-06-13,13:11,Restoran,Kebap,İzmir,128.79
2022,Ağustos,13,2022-08-20,11:53,Fatura,İnternet,İzmir,88.0
2022,Nisan,8,2022-04-08,12:43,Ulaşım,Benzin,İzmir,397.89
2023,Temmuz,9,2023-07-09,17:58,Giyim,H&M,İzmir,262.8
2023,Ocak,9,2023-01-02,18:42,Fatura,Su,Ankara,52.5
2022,Temmuz,24,2022-07-24,01:07,Ulaşım,Taksi,İstanbul,259.17
2023,Şubat,28,2023-02-28,13:00,Ulaşım,Benzin,İstanbul,120.86
2024,Temmuz,15,2024-07-15,15:21,Giyim,Zara,İstanbul,70.25
2023,Eylül,12,2023-09-12,11:36,Ulaşım,Benzin,Ankara,29.01
2024,Temmuz,22,2024-07-22,13:04,Ulaşım,Benzin,Ankara,338.66
2024,Ocak,27,2024-01-27,01:55,Giyim,LC Waikiki,İstanbul,88.34
2022,Şubat,6,2022-02-09,20:37,Fatura,İnternet,İstanbul,88.0
2023,Nisan,6,2023-04-06,02:56,Giyim,Zara,İzmir,529.72
2024,Mart,27,2024-03-27,11:30,Giyim,H&M,İzmir,590.3
2022,Eylül,11,2022-09-11,09:00,Ulaşım,Otobüs,Ankara,494.92
2024,Haziran,13,2024-06-13,12:42,Ulaşım,Benzin,İzmir,372.23
2022,Şubat,19,2022-02-19,15:32,Giyim,Zara,İstanbul,474.27
2024,Mart,28,2024-03-28,14:53,Restoran,Kebap,İzmir,31.64
2024,Nisan,7,2024-04-07,09:37,Giyim,Zara,İstanbul,701.99
2024,Temmuz,16,2024-07-16,14:54,Restoran,Kebap,Ankara,179.56
2023,Mart,10,2023-03-10,14:40,Restoran,Pizza,Ankara,179.97
2022,Ekim,4,2022-10-04,07:35,Giyim,H&M,Ankara,420.55
2023,Nisan,25,2023-04-10,19:50,Fatura,Elektrik,İstanbul,105.0
2022,Temmuz,12,2022-07-16,13:14,Fatura,Elektrik,Ankara,110.0
2023,Mart,10,2023-03-10,20:04,Giyim,Zara,Ankara,569.16
2023,Kasım,8,2023-11-08,08:50,Giyim,H&M,İstanbul,690.71
2022,Eylül,10,2022-09-09,20:42,Fatura,Su,İstanbul,55.0
2024,Nisan,1,2024-04-01,14:19,Restoran,Pizza,Ankara,78.07
2024,Haziran,24,2024-06-05,21:17,Fatura,İnternet,İzmir,80.0
2022,Aralık,13,2022-12-13,14:03,Restoran,Pizza,İzmir,177.76
2024,Şubat,18,2024-02-18,12:53,Ulaşım,Benzin,Ankara,461.81
2023,Aralık,21,2023-12-21,14:30,Restoran,Kebap,Ankara,169.89
2023,Eylül,8,2023-09-08,20:27,Ulaşım,Otobüs,İstanbul,233.96
2022,Nisan,28,2022-04-08,06:56,Fatura,Su,İstanbul,55.0
2024,Mart,25,2024-03-25,01:02,Giyim,Zara,İstanbul,684.68
2022,Kasım,27,2022-11-27,13:27,Restoran,Fast Food,Ankara,100.03
2024,Temmuz,22,2024-07-22,13:04,Restoran,Pizza,Ankara,156.23
2024,Nisan,24,2024-04-25,02:29,Fatura,İnternet,İzmir,80.0
2024,Haziran,11,2024-06-11,22:28,Ulaşım,Taksi,İzmir,125.31
2024,Ocak,12,2024-01-12,09:10,Giyim,LC Waikiki,İzmir,389.79
2024,Mayıs,23,2024-05-23,14:21,Restoran,Fast Food,İzmir,94.74
2023,Ekim,27,2023-10-27,13:48,Ulaşım,Benzin,İstanbul,300.48
2024,Haziran,18,2024-06-18,12:21,Restoran,Fast Food,İzmir,65.15
2024,Mart,12,2024-03-12,03:27,Ulaşım,Otobüs,Ankara,168.74
2022,Nisan,28,2022-04-04,16:10,Fatura,Elektrik,Ankara,110.0
2023,Kasım,25,2023-11-25,13:58,Restoran,Fast Food,Ankara,62.77
2024,Ocak,21,2024-01-03,07:07,Fatura,Su,Ankara,50.0
2023,Temmuz,4,2023-07-04,17:11,Ulaşım,Taksi,İzmir,132.15
2024,Mart,16,2024-03-25,00:38,Fatura,İnternet,Ankara,80.0
2024,Şubat,20,2024-02-20,03:48,Ulaşım,Otobüs,İzmir,59.72
2024,Şubat,27,2024-02-14,11:30,Fatura,Elektrik,Ankara,100.0
2024,Ocak,21,2024-01-01,17:03,Fatura,Su,İstanbul,50.0
2022,Nisan,18,2022-04-18,14:09,Restoran,Kebap,İzmir,182.1
2024,Temmuz,8,2024-07-22,13:15,Fatura,Su,İzmir,50.0
2023,Şubat,14,2023-02-26,22:15,Fatura,Su,İzmir,52.5
2022,Mart,26,2022-03-26,09:43,Giyim,LC Waikiki,İstanbul,903.81
2023,Mayıs,11,2023-05-11,14:00,Ulaşım,Otobüs,İstanbul,238.99
2022,Aralık,9,2022-12-09,04:30,Giyim,Zara,İzmir,958.33
2024,Şubat,24,2024-02-24,13:04,Restoran,Pizza,Ankara,32.16
2024,Ocak,21,2024-01-07,04:02,Fatura,Elektrik,İzmir,100.0
2024,Ocak,3,2024-01-03,14:50,Restoran,Kebap,İstanbul,36.26
2023,Ağustos,23,2023-08-23,12:40,Giyim,Zara,İzmir,675.32
2024,Temmuz,24,2024-07-24,12:59,Restoran,Fast Food,Ankara,169.69
2024,Mart,21,2024-03-21,20:11,Giyim,LC Waikiki,Ankara,137.98
2022,Temmuz,23,2022-07-23,14:59,Restoran,Kebap,İstanbul,132.68
2022,Haziran,11,2022-06-11,12:52,Restoran,Pizza,İzmir,85.2
2022,Aralık,23,2022-12-23,15:56,Ulaşım,Taksi,İzmir,399.33
2022,Ağustos,13,2022-08-03,00:14,Fatura,İnternet,İzmir,88.0
2024,Temmuz,6,2024-07-06,23:05,Giyim,Zara,İstanbul,219.65
2024,Mayıs,7,2024-05-24,00:41,Fatura,Su,İzmir,50.0
2022,Mayıs,28,2022-05-28,18:12,Giyim,Zara,İstanbul,850.99
2022,Kasım,12,2022-11-12,14:32,Restoran,Pizza,İzmir,176.52
2023,Aralık,2,2023-12-02,19:49,Giyim,LC Waikiki,Ankara,758.55
2024,Haziran,5,2024-06-05,00:49,Giyim,LC Waikiki,Ankara,845.16
2022,Mayıs,14,2022-05-27,10:15,Fatura,İnternet,İzmir,88.0
2022,Nisan,5,2022-04-05,10:03,Ulaşım,Otobüs,İstanbul,305.21
2024,Mart,19,2024-03-19,14:24,Restoran,Kebap,İzmir,191.24
2023,Aralık,22,2023-12-22,23:07,Ulaşım,Taksi,İstanbul,356.28
2024,Temmuz,26,2024-07-26,12:01,Restoran,Kebap,Ankara,63.41
2022,Mart,25,2022-03-25,20:20,Ulaşım,Taksi,İzmir,159.82
2024,Haziran,7,2024-06-07,02:58,Ulaşım,Taksi,İstanbul,149.51
2022,Haziran,1,2022-06-16,10:42,Fatura,Su,İzmir,55.0
2023,Mart,18,2023-03-18,14:39,Giyim,Zara,Ankara,105.92
2022,Haziran,1,2022-06-06,18:29,Fatura,İnternet,İstanbul,88.0
2023,Eylül,7,2023-09-07,01:34,Giyim,Zara,İzmir,299.87
2023,Kasım,14,2023-11-23,12:50,Fatura,Su,İstanbul,52.5
2024,Mart,28,2024-03-28,14:30,Restoran,Pizza,Ankara,139.25
2024,Haziran,20,2024-06-20,13:09,Ulaşım,Benzin,İzmir,285.28
2023,Şubat,17,2023-02-17,13:05,Restoran,Fast Food,İstanbul,170.66
2023,Eylül,3,2023-09-03,14:04,Restoran,Kebap,Ankara,188.38
2024,Şubat,6,2024-02-06,06:34,Giyim,Zara,İstanbul,177.73
2024,Haziran,24,2024-06-15,08:40,Fatura,Elektrik,İstanbul,100.0
2023,Mayıs,12,2023-05-12,16:32,Giyim,Zara,İzmir,236.79
2024,Ocak,8,2024-01-08,13:46,Restoran,Kebap,Ankara,109.98
2023,Kasım,3,2023-11-03,13:22,Restoran,Pizza,İstanbul,153.92
2024,Nisan,8,2024-04-08,15:20,Ulaşım,Taksi,Ankara,434.36
2022,Ekim,15,2022-10-15,12:30,Restoran,Kebap,İstanbul,94.57
2023,Temmuz,28,2023-07-28,22:28,Giyim,Zara,İzmir,686.99
2023,Haziran,19,2023-06-19,09:02,Giyim,H&M,İzmir,958.55
2022,Temmuz,17,2022-07-17,05:41,Giyim,LC Waikiki,Ankara,58.06
2024,Ocak,21,2024-01-09,16:11,Fatura,İnternet,Ankara,80.0
2024,Haziran,9,2024-06-09,14:38,Ulaşım,Taksi,İstanbul,302.14
2024,Nisan,3,2024-04-03,13:39,Ulaşım,Otobüs,Ankara,213.13
2022,Ocak,27,2022-01-27,14:34,Restoran,Pizza,Ankara,115.99
2023,Nisan,27,2023-04-27,17:13,Giyim,H&M,İstanbul,971.45
2024,Temmuz,8,2024-07-26,13:45,Fatura,Su,İzmir,50.0
2022,Aralık,13,2022-12-13,06:58,Giyim,Zara,Ankara,813.33
2024,Mayıs,7,2024-05-09,22:18,Fatura,İnternet,İzmir,80.0
2022,Kasım,13,2022-11-14,22:25,Fatura,Elektrik,İzmir,110.0
2022,Temmuz,15,2022-07-15,13:24,Restoran,Pizza,İstanbul,172.42
2023,Kasım,9,2023-11-09,04:03,Giyim,H&M,İzmir,377.07
2022,Ekim,13,2022-10-13,12:54,Restoran,Pizza,İzmir,25.94
2022,Ağustos,13,2022-08-01,09:16,Fatura,Elektrik,İzmir,110.0
2022,Eylül,2,2022-09-02,09:26,Giyim,Zara,Ankara,528.81
2023,Eylül,25,2023-09-25,13:09,Restoran,Kebap,İzmir,162.02
2022,Mart,8,2022-03-23,11:13,Fatura,İnternet,İzmir,88.0
2022,Mart,22,2022-03-22,12:25,Restoran,Kebap,İzmir,80.13
2024,Mayıs,12,2024-05-12,07:00,Giyim,Zara,Ankara,293.84
2022,Mart,8,2022-03-27,02:32,Fatura,Elektrik,İstanbul,110.0
2023,Temmuz,21,2023-07-27,10:08,Fatura,Elektrik,İstanbul,105.0
2022,Ekim,11,2022-10-11,12:09,Ulaşım,Benzin,İzmir,360.62
2023,Mart,26,2023-03-06,19:12,Fatura,Su,İzmir,52.5
2024,Şubat,21,2024-02-21,13:01,Restoran,Pizza,Ankara,178.68
2023,Ağustos,17,2023-08-17,09:31,Ulaşım,Taksi,Ankara,410.32
2023,Eylül,11,2023-09-13,16:58,Fatura,Elektrik,Ankara,105.0
2023,Ağustos,25,2023-08-11,03:56,Fatura,İnternet,İstanbul,84.0
2022,Eylül,28,2022-09-28,12:51,Ulaşım,Benzin,İzmir,93.81
2023,Şubat,16,2023-02-16,13:30,Ulaşım,Otobüs,İzmir,76.33
2024,Nisan,11,2024-04-11,16:54,Giyim,H&M,Ankara,140.37
2023,Eylül,11,2023-09-11,11:02,Ulaşım,Benzin,İstanbul,271.68
2022,Kasım,11,2022-11-11,10:32,Giyim,LC Waikiki,İzmir,85.07
2024,Şubat,5,2024-02-05,13:47,Restoran,Fast Food,İzmir,95.61
2022,Mart,27,2022-03-27,08:19,Ulaşım,Otobüs,İstanbul,155.72
2024,Ocak,16,2024-01-16,13:00,Restoran,Kebap,Ankara,161.79
2023,Temmuz,5,2023-07-05,12:02,Restoran,Kebap,İstanbul,178.7
2023,Eylül,11,2023-09-11,17:00,Giyim,Zara,Ankara,244.86
2024,Nisan,24,2024-04-26,01:58,Fatura,İnternet,İzmir,80.0
2024,Ocak,8,2024-01-08,12:25,Restoran,Kebap,İstanbul,46.55
2024,Temmuz,1,2024-07-01,00:57,Ulaşım,Taksi,İzmir,84.29
2023,Ağustos,25,2023-08-11,04:10,Fatura,İnternet,İzmir,84.0
2024,Temmuz,25,2024-07-25,12:39,Restoran,Kebap,İzmir,53.58
2023,Mart,26,2023-03-14,19:35,Fatura,İnternet,İstanbul,84.0
2024,Mart,23,2024-03-23,13:56,Restoran,Fast Food,İstanbul,22.26
2023,Aralık,12,2023-12-12,06:52,Giyim,H&M,Ankara,950.65
2023,Ağustos,19,2023-08-19,12:58,Restoran,Fast Food,İzmir,38.97
2023,Haziran,25,2023-06-25,13:03,Restoran,Fast Food,Ankara,160.31
2023,Eylül,8,2023-09-08,12:18,Restoran,Fast Food,İstanbul,96.23
2022,Ağustos,13,2022-08-19,06:50,Fatura,İnternet,Ankara,88.0
2023,Haziran,9,2023-06-14,09:53,Fatura,Elektrik,Ankara,105.0
2022,Mart,4,2022-03-04,13:34,Restoran,Kebap,İzmir,92.9
2023,Temmuz,21,2023-07-19,14:01,Fatura,Su,Ankara,52.5
2024,Şubat,27,2024-02-27,07:18,Giyim,H&M,Ankara,775.03
2024,Mart,13,2024-03-13,00:09,Giyim,H&M,İstanbul,547.37
2023,Haziran,25,2023-06-25,09:26,Giyim,LC Waikiki,İzmir,416.54
2022,Haziran,17,2022-06-17,22:05,Ulaşım,Otobüs,İstanbul,491.89
2024,Mart,16,2024-03-21,18:06,Fatura,Su,İstanbul,50.0
2023,Aralık,1,2023-12-16,14:18,Fatura,Su,Ankara,52.5
2023,Mayıs,8,2023-05-08,11:51,Ulaşım,Benzin,İzmir,201.49
2023,Mayıs,26,2023-05-26,20:01,Giyim,LC Waikiki,İzmir,260.52
2024,Ocak,7,2024-01-07,12:52,Restoran,Fast Food,İstanbul,170.91
2023,Mart,19,2023-03-19,11:42,Giyim,LC Waikiki,Ankara,560.68
2023,Aralık,13,2023-12-13,14:39,Restoran,Fast Food,Ankara,103.95
2024,Şubat,22,2024-02-22,09:28,Ulaşım,Taksi,İzmir,334.25
2023,Nisan,9,2023-04-09,14:19,Restoran,Kebap,Ankara,159.88
2024,Mart,7,2024-03-07,14:58,Restoran,Kebap,İzmir,137.58
2024,Haziran,26,2024-06-26,11:54,Giyim,H&M,İstanbul,408.75
2023,Nisan,21,2023-04-21,19:26,Ulaşım,Taksi,İzmir,476.77
2024,Temmuz,23,2024-07-23,12:12,Restoran,Fast Food,İzmir,104.74
2024,Mayıs,3,2024-05-03,18:57,Ulaşım,Taksi,İzmir,47.33
2022,Ağustos,20,2022-08-20,20:37,Giyim,LC Waikiki,İzmir,168.45
2023,Mayıs,7,2023-05-12,17:50,Fatura,Elektrik,Ankara,105.0
2024,Mart,8,2024-03-08,03:35,Giyim,Zara,İstanbul,907.49
2023,Aralık,21,2023-12-21,00:37,Giyim,H&M,İzmir,911.21
2023,Haziran,3,2023-06-03,11:19,Giyim,LC Waikiki,Ankara,881.72
2024,Mart,8,2024-03-08,12:00,Restoran,Fast Food,İzmir,136.98
2022,Temmuz,28,2022-07-28,01:28,Giyim,LC Waikiki,İzmir,613.39
2023,Ağustos,26,2023-08-26,06:52,Giyim,LC Waikiki,İzmir,830.55
2024,Mayıs,11,2024-05-11,02:26,Ulaşım,Otobüs,İstanbul,146.65
2023,Şubat,9,2023-02-09,13:50,Restoran,Fast Food,İstanbul,110.39
2023,Aralık,17,2023-12-17,12:44,Giyim,H&M,Ankara,87.01
2023,Şubat,13,2023-02-13,02:11,Ulaşım,Taksi,Ankara,405.58
2022,Mayıs,3,2022-05-03,14:46,Restoran,Kebap,Ankara,153.7
2024,Mart,27,2024-03-27,12:16,Restoran,Kebap,İstanbul,198.19
2023,Mart,14,2023-03-14,14:31,Restoran,Pizza,İstanbul,154.58
2023,Mayıs,7,2023-05-05,11:44,Fatura,İnternet,İstanbul,84.0
2022,Haziran,1,2022-06-13,22:55,Fatura,Su,Ankara,55.0
2023,Ağustos,20,2023-08-20,12:09,Restoran,Kebap,Ankara,133.35
2022,Ağustos,9,2022-08-09,12:24,Ulaşım,Benzin,İzmir,13.96
2022,Nisan,2,2022-04-02,13:52,Restoran,Pizza,Ankara,104.8
2024,Şubat,3,2024-02-03,13:41,Restoran,Pizza,İzmir,64.59
2024,Ocak,6,2024-01-06,19:08,Giyim,H&M,Ankara,580.82
2024,Haziran,5,2024-06-05,04:29,Ulaşım,Otobüs,Ankara,229.11
2023,Ağustos,11,2023-08-11,18:41,Giyim,Zara,Ankara,589.07
2024,Mart,28,2024-03-28,12:23,Restoran,Kebap,İstanbul,24.4
2022,Haziran,18,2022-06-18,01:58,Giyim,LC Waikiki,İstanbul,88.36
2022,Nisan,28,2022-04-12,08:10,Fatura,Elektrik,İstanbul,110.0
2023,Ağustos,6,2023-08-06,23:08,Giyim,H&M,İzmir,490.58
2022,Mart,3,2022-03-03,14:50,Restoran,Pizza,Ankara,175.49
2022,Kasım,6,2022-11-06,21:24,Ulaşım,Taksi,İstanbul,287.43
2024,Nisan,5,2024-04-05,11:48,Giyim,H&M,İzmir,232.39
2024,Temmuz,10,2024-07-10,08:10,Giyim,H&M,İzmir,572.89
2024,Mart,15,2024-03-15,05:17,Ulaşım,Taksi,İstanbul,241.26
2022,Nisan,6,2022-04-06,13:53,Restoran,Fast Food,Ankara,52.67
2024,Nisan,24,2024-04-10,21:08,Fatura,İnternet,İstanbul,80.0
2022,Mayıs,9,2022-05-09,12:24,Ulaşım,Benzin,İzmir,495.57
2022,Mart,18,2022-03-18,12:50,Restoran,Pizza,Ankara,71.17
2023,Mayıs,8,2023-05-08,12:13,Giyim,Zara,İstanbul,302.02
2024,Mayıs,28,2024-05-28,14:16,Restoran,Fast Food,Ankara,178.2
2023,Ağustos,25,2023-08-16,02:51,Fatura,Elektrik,İstanbul,105.0
2024,Mayıs,13,2024-05-13,02:39,Giyim,H&M,İzmir,968.37
2024,Temmuz,17,2024-07-17,13:20,Ulaşım,Benzin,İstanbul,420.5
2024,Nisan,8,2024-04-08,00:59,Giyim,LC Waikiki,İstanbul,266.69
2022,Temmuz,17,2022-07-17,07:59,Giyim,Zara,İzmir,392.97
2023,Temmuz,24,2023-07-24,12:38,Restoran,Pizza,Ankara,192.33
2024,Ocak,14,2024-01-14,11:12,Giyim,LC Waikiki,İzmir,208.12
2022,Temmuz,15,2022-07-15,09:32,Ulaşım,Taksi,İzmir,231.53
2022,Aralık,11,2022-12-11,14:42,Restoran,Pizza,Ankara,39.37
2023,Mart,26,2023-03-25,19:59,Fatura,Elektrik,İzmir,105.0
2024,Mart,17,2024-03-17,04:21,Ulaşım,Taksi,İstanbul,357.94
2023,Haziran,14,2023-06-14,14:36,Restoran,Pizza,Ankara,35.84
2022,Haziran,1,2022-06-19,08:13,Fatura,İnternet,İzmir,88.0
2022,Eylül,7,2022-09-07,07:49,Giyim,LC Waikiki,İstanbul,812.36
2023,Temmuz,21,2023-07-22,09:18,Fatura,İnternet,İstanbul,84.0
2023,Şubat,14,2023-02-28,01:21,Fatura,Elektrik,İzmir,105.0
2023,Aralık,10,2023-12-10,09:57,Ulaşım,Otobüs,İstanbul,475.74
2023,Eylül,27,2023-09-27,14:23,Giyim,H&M,İzmir,925.87
2024,Şubat,27,2024-02-09,11:34,Fatura,Elektrik,Ankara,100.0
2023,Eylül,5,2023-09-05,22:33,Giyim,LC Waikiki,İzmir,878.34
2024,Mart,1,2024-03-01,03:27,Giyim,Zara,Ankara,636.17
2023,Haziran,1,2023-06-01,12:53,Ulaşım,Benzin,Ankara,106.85
